title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Spider-Man,Spider-Man,557,tt0145487,false,121,139000000,821708551,16093,7.247,en,2002-05-01
Spider-Man 2,Spider-Man 2,558,tt0316654,false,127,200000000,783766341,12906,7.217,en,2004-06-25
Spider-Man 3,Spider-Man 3,559,tt0413300,false,139,258000000,890871626,11921,6.369,en,2007-05-01
Secret Beyond the Door,Secret Beyond the Door,560,tt0040766,false,99,0,0,91,6.6,en,1947-12-24
Constantine,Constantine,561,tt0360486,false,121,100000000,230884728,5765,7.013,en,2005-02-08
Die Hard,Die Hard,562,tt0095016,false,131,28000000,140767956,9289,7.752,en,1988-07-15
Starship Troopers,Starship Troopers,563,tt0120201,false,129,105000000,121214377,3904,7,en,1997-11-07
The Mummy,The Mummy,564,tt0120616,false,124,80000000,415885488,7558,6.867,en,1999-04-16
The Ring,The Ring,565,tt0298130,false,115,48000000,249348933,5155,6.631,en,2002-10-18
Rear Window,Rear Window,567,tt0047396,false,112,1000000,37034514,5287,8.361,en,1954-08-01
Apollo 13,Apollo 13,568,tt0112384,false,140,52000000,355237933,4590,7.432,en,1995-06-30
Fat Girl,À ma soeur!,570,tt0243255,false,86,0,0,152,6.2,fr,2001-03-07
The Birds,The Birds,571,tt0056869,false,119,2500000,11500000,3270,7.525,en,1963-03-28
Next Door,Naboer,572,tt0453383,false,75,2400000,0,153,6.425,no,2005-03-11
Frenzy,Frenzy,573,tt0068611,false,116,3500000,12600000,681,7.133,en,1972-05-25
The Man Who Knew Too Much,The Man Who Knew Too Much,574,tt0049470,false,120,2500000,10250000,1088,7.527,en,1956-05-16
The Experiment,Das Experiment,575,tt0250258,false,120,0,13782896,885,7.416,de,2001-03-07
The Wild Bunch,The Wild Bunch,576,tt0065214,false,145,6244087,638641,925,7.7,en,1969-06-17
To Die For,To Die For,577,tt0114681,false,106,20000000,21284514,620,6.591,en,1995-09-22
Jaws,Jaws,578,tt0073195,false,124,7000000,470653000,8554,7.64,en,1975-06-20
Jaws 2,Jaws 2,579,tt0077766,false,116,20000000,187884007,1519,5.94,en,1978-06-16
Jaws: The Revenge,Jaws: The Revenge,580,tt0093300,false,89,23000000,51881013,800,4.05,en,1987-07-17
Dances with Wolves,Dances with Wolves,581,tt0099348,false,181,22000000,424208848,3431,7.857,en,1990-03-30
The Lives of Others,Das Leben der Anderen,582,tt0405094,false,137,2000000,70000000,2982,8.043,de,2006-03-15
Life of Brian,Life of Brian,583,tt0079470,false,94,4000000,20745728,3591,7.764,en,1979-08-17
2 Fast 2 Furious,2 Fast 2 Furious,584,tt0322259,false,108,76000000,236350661,6089,6.448,en,2003-06-05
"Monsters, Inc.","Monsters, Inc.",585,tt0198781,false,92,115000000,579707738,15838,7.821,en,2001-11-01
Wag the Dog,Wag the Dog,586,tt0120885,false,97,15000000,64256513,743,6.985,en,1997-12-25
Big Fish,Big Fish,587,tt0319061,false,125,70000000,123218424,6240,7.768,en,2003-12-25
Silent Hill,Silent Hill,588,tt0384537,false,125,50000000,100605135,3472,6.523,en,2006-04-21
The Hours,The Hours,590,tt0274558,false,114,25000000,41597830,1382,7.327,en,2002-12-27
The Da Vinci Code,The Da Vinci Code,591,tt0382625,false,149,125000000,767820459,8010,6.716,en,2006-05-17
The Conversation,The Conversation,592,tt0071360,false,113,1600000,4420000,1295,7.574,en,1974-04-07
Solaris,Солярис,593,tt0069293,false,167,0,0,1242,7.9,ru,1972-03-20
The Terminal,The Terminal,594,tt0362227,false,128,60000000,219417255,6569,7.321,en,2004-06-17
To Kill a Mockingbird,To Kill a Mockingbird,595,tt0056592,false,129,2000000,13129846,2102,8.041,en,1962-12-20
The Grapes of Wrath,The Grapes of Wrath,596,tt0032551,false,129,800000,1591000,744,7.8,en,1940-03-15
Titanic,Titanic,597,tt0120338,false,194,200000000,2187463944,21429,7.876,en,1997-11-18
City of God,Cidade de Deus,598,tt0317248,false,130,3300000,30641770,5949,8.415,pt,2002-02-05
Sunset Boulevard,Sunset Boulevard,599,tt0043014,false,110,1752000,5000000,2009,8.386,en,1950-08-10
Full Metal Jacket,Full Metal Jacket,600,tt0093058,false,117,30000000,46357676,8723,8.144,en,1987-06-26
