title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Dead in 3 days,In 3 Tagen bist du tot,1256,tt0808315,false,97,2000000,0,58,5.4,de,2006-07-21
Because I Said So,Because I Said So,1257,tt0490084,false,102,0,69485490,539,5.9,en,2007-02-02
Notes on a Scandal,Notes on a Scandal,1259,tt0465551,false,92,15000000,49814392,698,7.099,en,2006-12-25
Lotte from Gadgetville,Leiutajateküla Lotte,1260,tt0447249,false,81,0,0,8,8.6,et,2006-08-25
Stranger Than Fiction,Stranger Than Fiction,1262,tt0420223,false,113,30000000,53653224,1887,7.253,en,2006-09-09
Die Aufschneider,Die Aufschneider,1263,tt0449080,false,92,0,0,8,6.2,de,2007-02-08
The Wild Soccer Bunch 4,Die Wilden Kerle 4,1264,tt0811159,false,110,5833536,18873863,57,5.368,de,2007-02-01
Bridge to Terabithia,Bridge to Terabithia,1265,tt0398808,false,96,60000000,137587063,3939,7.265,en,2007-02-15
Street Kings,Street Kings,1266,tt0421073,false,109,20000000,66476363,1161,6.6,en,2008-04-10
Meet the Robinsons,Meet the Robinsons,1267,tt0396555,false,95,150000000,169332978,2318,6.9,en,2007-03-23
Mr. Bean\'s Holiday,Mr. Bean\'s Holiday,1268,tt0453451,false,90,25000000,232225908,2388,6.325,en,2007-03-22
The Vexxer,Neues vom Wixxer,1269,tt0446009,false,98,0,0,104,6.447,de,2007-03-10
300,300,1271,tt0416449,false,117,65000000,422610419,11909,7.162,en,2007-03-07
Sunshine,Sunshine,1272,tt0448134,false,107,50000000,34806812,3073,6.953,en,2007-04-05
TMNT,TMNT,1273,tt0453556,false,87,34000000,95608995,883,6.09,en,2007-03-23
Gloomy Sunday,Ein Lied von Liebe und Tod - Gloomy Sunday,1277,tt0155722,false,112,0,585604,49,8,de,1999-10-21
The Dreamers,The Dreamers,1278,tt0309987,false,112,15000000,15121165,2407,7.243,en,2003-09-01
Samaritan Girl,사마리아,1279,tt0397619,false,95,1000000,328161,166,6.9,ko,2004-03-05
3-Iron,빈집,1280,tt0423866,false,88,0,3403957,918,7.813,ko,2004-10-15
Bean,Bean,1281,tt0118689,false,89,18000000,251212670,2027,6.442,en,1997-07-03
Dogtown and Z-Boys,Dogtown and Z-Boys,1282,tt0275309,false,90,0,0,124,7.1,en,2001-01-18
"Torrente, the Dumb Arm of the Law","Torrente, el brazo tonto de la ley",1283,tt0120868,false,97,0,0,201,6.4,es,1998-03-13
Torrente 2: Mission in Marbella,Torrente 2: Misión en Marbella,1284,tt0257231,false,99,0,0,137,6,es,2001-03-30
Torrente 3: The Protector,Torrente 3: El protector,1285,tt0444505,false,91,5473145,19888231,122,5.3,es,2005-09-30
Four Minutes,Vier Minuten,1294,tt0461694,false,112,0,0,102,6.814,de,2006-06-23
A Brief History of Time,A Brief History of Time,1358,tt0103882,false,80,0,2279692,95,7.4,en,1991-10-01
American Psycho,American Psycho,1359,tt0144084,false,102,7000000,34266564,8296,7.38,en,2000-04-13
Frida,Frida,1360,tt0120679,false,123,12000000,56298474,1759,7.457,en,2002-08-29
The Return of the King,The Return of the King,1361,tt0079802,false,98,0,0,122,6.693,en,1980-05-11
The Hobbit,The Hobbit,1362,tt0077687,false,77,3000000,0,211,6.3,en,1977-11-27
Hi-Lo Country,Hi-Lo Country,1363,tt0120699,false,114,0,0,68,6.2,en,1998-12-30
Sex and Lucía,Lucía y el sexo,1364,tt0254455,false,128,0,7640680,415,6.66,es,2001-08-24
Monster\'s Ball,Monster\'s Ball,1365,tt0285742,false,113,4000000,44909486,783,6.761,en,2001-06-07
Rocky,Rocky,1366,tt0075148,false,120,1000000,117250402,6258,7.771,en,1976-11-21
Rocky II,Rocky II,1367,tt0079817,false,119,7000000,85182160,3475,7.22,en,1979-06-15
First Blood,First Blood,1368,tt0083944,false,93,15000000,125212904,5061,7.452,en,1982-10-22
Rambo: First Blood Part II,Rambo: First Blood Part II,1369,tt0089880,false,96,44000000,300400432,3096,6.6,en,1985-05-21
Rambo III,Rambo III,1370,tt0095956,false,102,63000000,189015611,2526,6.134,en,1988-05-24
Rocky III,Rocky III,1371,tt0084602,false,99,17000000,270000000,3288,6.834,en,1982-05-28
Blood Diamond,Blood Diamond,1372,tt0450259,false,143,100000000,171720398,6410,7.5,en,2006-01-26
The Discovery of Heaven,The Discovery of Heaven,1373,tt0251052,false,127,0,0,23,6.7,en,2001-10-01
Rocky IV,Rocky IV,1374,tt0089927,false,91,31000000,300473716,3531,7.047,en,1985-11-21
Rocky V,Rocky V,1375,tt0100507,false,104,42000000,119946358,2554,5.726,en,1990-11-16
Sweet Sixteen,Sweet Sixteen,1376,tt0313670,false,106,0,0,164,7.064,en,2002-09-07
Houseboat,Houseboat,1377,tt0051745,false,110,0,0,133,6.395,en,1958-11-19
Shortbus,Shortbus,1378,tt0367027,false,101,2000000,5179037,385,6.356,en,2006-10-04
Lights in the Dusk,Laitakaupungin valot,1379,tt0458242,false,78,1380000,1615018,90,6.661,fi,2006-02-03
Gleaming the Cube,Gleaming the Cube,1380,tt0097438,false,109,10000000,2777280,101,5.9,en,1989-01-13
The Fountain,The Fountain,1381,tt0414993,false,96,35000000,15304890,2272,6.939,en,2006-11-22
Me and You and Everyone We Know,Me and You and Everyone We Know,1382,tt0415978,false,91,0,0,256,7.033,en,2005-06-17
Rendezvous,C\'était un rendez-vous,1386,tt0169173,false,8,0,0,58,7.164,fr,1976-01-01
Superstar: The Karen Carpenter Story,Superstar: The Karen Carpenter Story,1387,tt0094075,false,43,0,0,43,7.2,en,1988-04-30
The Way Things Go,Der Lauf der Dinge,1388,tt0094300,false,30,1,0,19,6.2,en,1987-01-01
Out of Sight,Out of Sight,1389,tt0120780,false,123,48000000,77745966,1000,6.662,en,1998-06-26
Y Tu Mamá También,Y tu mamá también,1391,tt0245574,false,106,5000000,33616692,1163,7.433,es,2001-06-08
Born Into Brothels: Calcutta\'s Red Light Kids,Born Into Brothels: Calcutta\'s Red Light Kids,1392,tt0388789,false,85,350000,3529201,169,6.967,en,2004-12-08
The Cave of the Yellow Dog,Шар нохойн там,1393,tt0432325,false,93,0,0,62,7.3,mn,2005-07-27
Nostalgia,Ностальгия,1394,tt0086022,false,126,0,0,393,7.9,ru,1983-05-01
Mirror,Зеркало,1396,tt0072443,false,107,825370,119266,695,8.072,ru,1975-03-07
Wege Gottes,Wege Gottes,1397,tt0985019,false,60,0,0,1,10,en,2007-01-01
Stalker,Сталкер,1398,tt0079944,false,162,120000,0,1622,8.23,ru,1979-05-25
The Pursuit of Happyness,The Pursuit of Happyness,1402,tt0454921,false,117,55000000,307077295,8420,7.903,en,2006-12-14
Duel at Diablo,Duel at Diablo,1403,tt0060355,false,103,0,0,72,6.4,en,1966-06-15
Ae Fond Kiss...,Ae Fond Kiss...,1404,tt0380366,false,104,0,0,86,6.6,en,2004-02-13
Greed,Greed,1405,tt0015881,false,140,665603,274827,132,7.617,en,1925-01-26
City Slickers,City Slickers,1406,tt0101587,false,114,27000000,179033791,611,6.424,en,1991-06-07
La Vie en Rose,La Môme,1407,tt0450188,false,140,25000000,86274793,1342,7.466,fr,2007-02-14
Cutthroat Island,Cutthroat Island,1408,tt0112760,false,124,98000000,10017322,428,5.771,en,1995-12-22
Dark Star,Dark Star,1410,tt0069945,false,83,60000,0,416,6.02,en,1974-04-01
The Rapture,The Rapture,1411,tt0102757,false,100,1227401,1277401,56,5.92,en,1991-10-04
"Sex, Lies, and Videotape","Sex, Lies, and Videotape",1412,tt0098724,false,101,1200000,24741667,698,6.924,en,1989-08-04
M. Butterfly,M. Butterfly,1413,tt0107468,false,101,0,1499795,159,6.594,en,1993-09-09
Lovers of the Arctic Circle,Los amantes del Círculo Polar,1414,tt0133363,false,112,0,0,195,7.4,es,1998-09-04
Party Monster,Party Monster,1415,tt0320244,false,98,5000000,742898,145,5.9,en,2003-09-05
The Coast Guard,해안선,1416,tt0341384,false,96,0,0,60,6.6,ko,2002-11-22
Pan\'s Labyrinth,El laberinto del fauno,1417,tt0457430,false,118,19000000,83258226,9106,7.746,es,2006-10-10
Take My Eyes,Te doy mis ojos,1418,tt0350193,false,109,0,0,176,7.19,es,2003-10-08
Vollidiot,Vollidiot,1419,tt0890888,false,102,0,0,50,4.3,de,2007-04-11
Breakfast on Pluto,Breakfast on Pluto,1420,tt0411195,false,128,0,0,288,7.231,en,2005-09-03
The Man Who Loved Women,L\'Homme qui aimait les femmes,1421,tt0076155,false,119,0,0,145,7.297,fr,1977-04-27
The Departed,The Departed,1422,tt0407887,false,151,90000000,291465000,12646,8.161,en,2006-10-04
Flying Saucer Rock \'N\' Roll,Flying Saucer Rock \'N\' Roll,1423,tt1344607,false,85,0,6,1,3,en,2006-03-18
November,November,1424,tt0368089,false,73,0,0,30,4.7,en,2004-01-18
Maria am Wasser,Maria am Wasser,1426,tt0490174,false,100,0,0,1,2,de,2007-03-08
Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,1427,tt0396171,false,147,60000000,135039924,3742,7.341,en,2006-09-13
Once Upon a Time in Mexico,Once Upon a Time in Mexico,1428,tt0285823,false,102,29000000,98185582,1791,6.28,en,2003-09-11
25th Hour,25th Hour,1429,tt0307901,false,135,5000000,24000000,1954,7.367,en,2002-12-19
Bowling for Columbine,Bowling for Columbine,1430,tt0310793,false,120,4000000,35564473,1266,7.575,en,2002-10-09
The Devil\'s Backbone,El espinazo del diablo,1433,tt0256009,false,108,4500000,6582065,954,7.307,es,2001-04-20
Tarnation,Tarnation,1435,tt0390538,false,91,218,1162014,60,6.8,en,2003-10-19
The Warrior,무사,1436,tt0275083,false,155,8000000,0,107,7,ko,2001-09-07
Abgefahren,Abgefahren,1437,tt0388679,false,86,0,0,6,5.1,de,2004-03-31
Regoch,Regoch,1438,tt0940833,false,23,0,0,2,10,en,2006-11-20
Anna and the King,Anna and the King,1439,tt0166485,false,148,75000000,113996937,643,6.746,en,1999-12-16
Little Children,Little Children,1440,tt0404203,false,137,26000000,14821658,755,7.083,en,2006-10-06
The Contract,The Contract,1441,tt0445946,false,96,25000000,5549200,407,5.715,en,2006-04-05
Full Metal Village,Full Metal Village,1442,tt0954937,false,90,0,0,15,6.5,de,2007-04-19
The Virgin Suicides,The Virgin Suicides,1443,tt0159097,false,97,6000000,10409377,2534,7.098,en,1999-12-31
Junebug,Junebug,1444,tt0418773,false,106,1000000,0,172,6.706,en,2005-08-03
The Wisdom of Crocodiles,The Wisdom of Crocodiles,1448,tt0120894,false,98,0,0,75,5.813,en,1998-11-27
Blood: The Last Vampire,Blood: The Last Vampire,1450,tt0806027,false,91,30000000,5874530,285,5.712,en,2009-04-02
Superman Returns,Superman Returns,1452,tt0348150,false,154,270000000,391081192,3527,5.712,en,2006-06-28
"Clean, Shaven","Clean, Shaven",1479,tt0106579,false,79,68000,0,69,6.5,en,1993-09-05
Touch of Evil,Touch of Evil,1480,tt0052311,false,111,829000,2247500,1142,7.785,en,1958-03-30
Metal Skin,Metal Skin,1481,tt0110500,false,115,0,0,4,5.2,en,1994-02-21
Laws of Gravity,Laws of Gravity,1482,tt0104693,false,100,38000,0,9,7,en,1992-03-21
Begotten,Begotten,1483,tt0101420,false,72,33000,0,236,5.917,en,1991-06-05
The Deathmaker,Der Totmacher,1484,tt0114704,false,110,0,0,26,6.7,de,1995-11-23
Get Carter,Get Carter,1485,tt0067128,false,112,1814462,0,345,7,en,1971-02-03
Hellboy,Hellboy,1487,tt0167190,false,122,66000000,99318987,5919,6.652,en,2004-04-02
Mongolian Ping Pong,綠草地,1488,tt0461804,false,102,0,0,6,5.3,zh,2005-06-11
Singendes Wasser,Singendes Wasser,1490,,false,9,0,0,0,0,de,2007-01-01
The Illusionist,The Illusionist,1491,tt0443543,false,110,16500000,87892388,4155,7.295,en,2006-08-18
1492: Conquest of Paradise,1492: Conquest of Paradise,1492,tt0103594,false,154,47000000,7191399,650,6.185,en,1992-10-09
Miss Congeniality,Miss Congeniality,1493,tt0212346,false,111,45000000,212000000,3257,6.509,en,2000-12-22
Curse of the Golden Flower,滿城盡帶黃金甲,1494,tt0473444,false,114,45000000,78568977,594,6.768,zh,2006-12-14
Kingdom of Heaven,Kingdom of Heaven,1495,tt0320661,false,144,130000000,218122627,3403,6.854,en,2005-05-03
Cool as Ice,Cool as Ice,1496,tt0101615,false,91,6000000,1193062,125,5,en,1991-10-18
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,tt0103060,false,88,25000000,78656813,872,6.068,en,1991-03-22
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1498,tt0100758,false,93,13500000,201965915,1382,6.604,en,1990-03-30
Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,1499,tt0108308,false,96,21000000,42273609,620,5.444,en,1993-03-17
The Last King of Scotland,The Last King of Scotland,1523,tt0455590,false,123,6000000,48618191,1709,7.447,en,2006-01-12
Pathfinder,Pathfinder,1534,tt0446013,false,99,45000000,30822861,542,5.657,en,2007-01-11
Spy Game,Spy Game,1535,tt0266987,false,126,115000000,143049560,1715,6.927,en,2001-11-18
Changing Lanes,Changing Lanes,1537,tt0264472,false,99,45000000,94935764,886,6.225,en,2002-04-07
Collateral,Collateral,1538,tt0369339,false,120,65000000,217764291,4505,7.194,en,2004-08-04
Keine Lieder über Liebe,Keine Lieder über Liebe,1539,tt0448009,false,98,0,0,7,5.6,de,2005-10-26
Heading South,Vers le sud,1540,tt0381690,false,108,0,0,28,5.6,fr,2006-01-25
Thelma & Louise,Thelma & Louise,1541,tt0103074,false,130,16000000,45361000,2689,7.56,en,1991-05-24
Office Space,Office Space,1542,tt0151804,false,90,10000000,10827810,2374,7.385,en,1999-02-19
Emma\'s Bliss,Emmas Glück,1543,tt0424992,false,103,0,3500000,31,6.6,de,2006-07-16
Imagine Me & You,Imagine Me & You,1544,tt0421994,false,93,0,2455831,825,7.6,en,2005-05-16
Thumbsucker,Thumbsucker,1546,tt0318761,false,96,0,1919197,180,6.228,en,2005-01-23
The Lost Boys,The Lost Boys,1547,tt0093437,false,97,8500000,32222567,1583,7.056,en,1987-07-31
Ghost World,Ghost World,1548,tt0162346,false,111,7000000,0,1122,7.133,en,2001-07-20
Games of Love and Chance,L\'Esquive,1549,tt0338977,false,124,0,0,106,6.778,fr,2003-11-25
Pieces of April,Pieces of April,1550,tt0311648,false,81,300000,0,180,6.461,en,2003-10-17
Flatliners,Flatliners,1551,tt0099582,false,115,26000000,61489265,1234,6.466,en,1990-08-10
Parenthood,Parenthood,1552,tt0098067,false,124,20000000,126297830,508,6.7,en,1989-07-31
The Beat That My Heart Skipped,De battre mon cœur s\'est arrêté,1553,tt0411270,false,107,6400000,9293785,334,6.97,fr,2005-03-16
Down by Law,Down by Law,1554,tt0090967,false,106,0,0,564,7.387,en,1986-09-20
The Spanish Apartment,L\'Auberge espagnole,1555,tt0283900,false,122,5300000,3897799,927,7.097,fr,2002-06-19
Funeral Parade of Roses,薔薇の葬列,1556,tt0064068,false,105,0,0,135,7.404,ja,1969-09-13
23,23,1557,tt0126765,false,99,0,0,134,6.9,de,1998-07-02
Learning to Lie,Liegen lernen,1558,tt0325734,false,87,0,0,9,6.1,de,2003-07-02
Sweet Movie,Sweet Movie,1559,tt0072235,false,99,520000,0,97,5.371,en,1974-06-12
Singapore Sling,Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,1560,tt0100623,false,112,0,0,48,6.8,el,1990-12-06
Mouchette,Mouchette,1561,tt0061996,false,81,0,0,174,7.4,fr,1967-03-28
28 Weeks Later,28 Weeks Later,1562,tt0463854,false,100,15000000,65048678,3478,6.575,en,2007-04-26
Sans Soleil,Sans soleil,1563,tt0084628,false,100,0,30878,186,7.5,fr,1983-02-15
Daybreak Express,Daybreak Express,1564,tt0045673,false,5,0,0,38,7.3,en,1953-01-01
The Bridge,Die Brücke,1566,tt0052654,false,103,0,0,122,7.4,de,1959-10-21
I Stand Alone,Seul contre tous,1567,tt0157016,false,89,0,0,401,7.56,fr,1998-05-16
Carne,Carne,1568,tt0218871,false,38,0,0,171,6.8,fr,1991-05-01
Pig,Pig,1569,tt1540987,false,23,0,0,16,5.5,en,1999-01-01
Live Free or Die Hard,Live Free or Die Hard,1571,tt0337978,false,128,110000000,383531464,4939,6.593,en,2007-06-20
Die Hard: With a Vengeance,Die Hard: With a Vengeance,1572,tt0112864,false,128,90000000,366101666,5112,7.234,en,1995-05-19
Die Hard 2,Die Hard 2,1573,tt0099423,false,124,70000000,240031094,4774,6.9,en,1990-07-02
Chicago,Chicago,1574,tt0299658,false,113,45000000,306776732,2176,7.138,en,2002-12-10
Resident Evil,Resident Evil,1576,tt0120804,false,100,33000000,102984862,5334,6.601,en,2002-03-15
Resident Evil: Apocalypse,Resident Evil: Apocalypse,1577,tt0318627,false,94,45000000,129394835,3606,6.347,en,2004-09-10
Raging Bull,Raging Bull,1578,tt0081398,false,129,18000000,23000000,3445,7.989,en,1980-11-14
Apocalypto,Apocalypto,1579,tt0472043,false,139,40000000,120654337,4498,7.536,en,2006-12-07
Rope,Rope,1580,tt0040746,false,81,1500000,2200000,2113,7.986,en,1948-03-11
The Holiday,The Holiday,1581,tt0457939,false,136,85000000,194168700,4176,7.063,en,2006-12-08
Lammbock,Lammbock,1583,tt0258760,false,93,0,0,170,6.9,de,2001-08-23
School of Rock,School of Rock,1584,tt0332379,false,110,35000000,131095990,4744,7.059,en,2003-10-03
It\'s a Wonderful Life,It\'s a Wonderful Life,1585,tt0038650,false,130,3180000,9644124,3391,8.262,en,1946-12-20
Secret Window,Secret Window,1586,tt0363988,false,96,40000000,92913171,3066,6.567,en,2004-03-12
What\'s Eating Gilbert Grape,What\'s Eating Gilbert Grape,1587,tt0108550,false,118,11000000,10032765,3247,7.68,en,1993-12-17
Bring It On,Bring It On,1588,tt0204946,false,98,28000000,90449929,1437,6.213,en,2000-08-25
The Boys & Girl from County Clare,The Boys & Girl from County Clare,1589,tt0337631,false,91,0,0,19,6,en,2003-09-12
Copying Beethoven,Copying Beethoven,1590,tt0424908,false,104,11000000,6191746,136,6.4,en,2006-09-10
Nowhere in Africa,Nirgendwo in Afrika,1591,tt0161860,false,140,0,0,126,7.06,de,2001-12-11
Primal Fear,Primal Fear,1592,tt0117381,false,129,30000000,102616183,2567,7.645,en,1996-03-06
Night at the Museum,Night at the Museum,1593,tt0477347,false,108,110000000,574480841,8825,6.562,en,2006-10-20
A Shot in the Dark,A Shot in the Dark,1594,tt0058586,false,102,0,12368234,399,7.337,en,1964-06-23
Land of Plenty,Land of Plenty,1595,tt0382357,false,123,0,0,35,6,en,2004-09-10
Population 436,Population 436,1596,tt0462482,false,88,0,0,216,5.799,en,2006-07-04
Meet the Parents,Meet the Parents,1597,tt0212338,false,108,55000000,330444045,5089,6.666,en,2000-10-06
Cape Fear,Cape Fear,1598,tt0101540,false,128,35000000,182300000,2683,7.25,en,1991-11-13
I ♥ Huckabees,I ♥ Huckabees,1599,tt0356721,false,106,22000000,0,517,6.279,en,2004-09-10
The Double Life of Véronique,La Double Vie de Véronique,1600,tt0101765,false,98,0,1999955,564,7.6,fr,1991-05-15
A Bronx Tale,A Bronx Tale,1607,tt0106489,false,121,10000000,17287898,1701,7.781,en,1993-09-14
When Saturday Comes,When Saturday Comes,1608,tt0114917,false,95,0,0,20,5.9,en,1996-03-01
There\'s Only One Jimmy Grimble,There\'s Only One Jimmy Grimble,1609,tt0238660,false,106,0,0,162,6.802,en,2000-08-25
Fever Pitch,Fever Pitch,1610,tt0119114,false,102,0,0,203,6.6,en,1997-04-04
The Miracle of Bern,Das Wunder von Bern,1611,tt0326429,false,118,0,0,134,6.526,de,2003-10-15
Fußball ist unser Leben,Fußball ist unser Leben,1612,tt0225824,false,92,0,0,16,5.2,de,2000-02-10
The 51st State,The 51st State,1613,tt0227984,false,93,27000000,12881605,473,6.13,en,2001-12-07
Erkan & Stefan 2,Erkan & Stefan gegen die Mächte der Finsternis,1615,tt0293124,false,80,0,4508104,26,4.365,de,2002-06-20
Erkan & Stefan 3,Erkan & Stefan in Der Tod kommt krass,1616,tt0427219,false,97,0,0,22,4.8,de,2005-05-19
Still Crazy,Still Crazy,1618,tt0149151,false,92,0,0,79,6.7,en,1998-10-30
The Way of the Gun,The Way of the Gun,1619,tt0202677,false,119,8500000,19125401,331,6.338,en,2000-09-08
Hitman,Hitman,1620,tt0465494,false,89,24000000,99965753,2739,6.072,en,2007-11-21
Trading Places,Trading Places,1621,tt0086465,false,116,15000000,90404800,2627,7.179,en,1983-06-07
Lemming,Lemming,1622,tt0415932,false,130,0,793604,96,6.661,fr,2005-05-11
Brubaker,Brubaker,1623,tt0080474,false,125,9000000,37121708,366,7.064,en,1980-06-20
Liar Liar,Liar Liar,1624,tt0119528,false,86,45000000,302710615,4684,6.637,en,1997-03-21
Vivre Sa Vie,Vivre sa vie: film en douze tableaux,1626,tt0056663,false,84,64000,24517,484,7.835,fr,1962-08-28
The Wild Child,L\'Enfant sauvage,1627,tt0064285,false,83,0,0,240,7.121,fr,1970-02-26
Jules and Jim,Jules et Jim,1628,tt0055032,false,110,0,0,771,7.66,fr,1962-01-23
La Chinoise,La Chinoise,1629,tt0061473,false,96,0,30857,155,7,fr,1967-08-30
The People vs. Larry Flynt,The People vs. Larry Flynt,1630,tt0117318,false,130,36000000,20300385,881,6.965,en,1996-12-25
A Real Young Girl,Une vraie jeune fille,1631,tt0135024,false,89,0,0,87,5.276,fr,1976-01-01
Mississippi Burning,Mississippi Burning,1632,tt0095647,false,128,15000000,34604000,1295,7.685,en,1988-12-08
Fried Green Tomatoes,Fried Green Tomatoes,1633,tt0101921,false,130,11000000,119418501,1081,7.682,en,1991-12-27
Free Willy,Free Willy,1634,tt0106965,false,112,20000000,153698625,1502,6.195,en,1993-07-16
The Island,The Island,1635,tt0399201,false,136,126000000,162949164,4619,6.661,en,2005-07-21
Bedazzled,Bedazzled,1636,tt0230030,false,93,48000000,90383208,1495,6.005,en,2000-10-19
Speed,Speed,1637,tt0111257,false,116,30000000,350448145,5024,7.091,en,1994-06-09
Speed 2: Cruise Control,Speed 2: Cruise Control,1639,tt0120179,false,121,160000000,164508066,1335,4.537,en,1997-06-13
Crash,Crash,1640,tt0375679,false,112,6500000,98410061,2900,7.236,en,2005-05-06
Forces of Nature,Forces of Nature,1641,tt0141098,false,105,75000000,93888180,445,5.4,en,1999-03-12
The Net,The Net,1642,tt0113957,false,114,22000000,110627965,1060,5.969,en,1995-07-28
Last Tango in Paris,Ultimo tango a Parigi,1643,tt0070849,false,129,1250000,36144000,1001,7.041,it,1972-10-14
The Vanishing,The Vanishing,1644,tt0108473,false,109,0,14543394,388,6.075,en,1993-02-05
A Time to Kill,A Time to Kill,1645,tt0117913,false,149,40000000,152266007,1870,7.371,en,1996-07-24
Freedom Writers,Freedom Writers,1646,tt0463998,false,123,21000000,43095175,1825,7.9,en,2007-01-05
