title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Mulholland Drive,Mulholland Drive,1018,tt0166924,false,147,15000000,20271129,5010,7.838,en,2001-06-06
Adam\'s Apples,Adams æbler,1023,tt0418455,false,94,3700000,0,531,7.461,da,2005-04-15
Heavenly Creatures,Heavenly Creatures,1024,tt0110005,false,109,5000000,3049135,724,7.003,en,1994-09-12
The Inheritors,Die Siebtelbauern,1039,tt0141824,false,95,0,0,13,6.7,de,1998-06-19
The Leopard,Il gattopardo,1040,tt0057091,false,186,0,0,606,7.719,it,1963-03-28
Sommersby,Sommersby,1049,tt0108185,false,109,30000000,140081992,294,6.361,en,1993-02-05
Shower,洗澡,1050,tt0215369,false,92,0,0,52,7,zh,1999-09-13
The French Connection,The French Connection,1051,tt0067116,false,104,1800000,41158757,1399,7.545,en,1971-10-09
Blow-Up,Blow-Up,1052,tt0060176,false,111,1800000,0,957,7.427,en,1966-12-18
Breathless,Breathless,1058,tt0085276,false,100,7500000,19910002,190,5.853,en,1983-05-13
The Hidden Fortress,隠し砦の三悪人,1059,tt0051808,false,139,0,0,446,8.029,ja,1958-12-28
Arlington Road,Arlington Road,1073,tt0137363,false,117,21500000,0,838,6.998,en,1999-03-19
"Black Cat, White Cat","Crna mačka, beli mačor",1075,tt0118843,false,127,0,0,580,7.694,sr,1998-06-01
Whale Rider,Whale Rider,1088,tt0298228,false,101,8000000,41400000,296,7.258,en,2003-01-30
Point Break,Point Break,1089,tt0102685,false,122,24000000,83531958,2861,7.1,en,1991-01-31
The Thirteenth Floor,The Thirteenth Floor,1090,tt0139809,false,101,16000000,18564088,1033,7.013,en,1999-04-16
The Thing,The Thing,1091,tt0084787,false,109,15000000,19629760,5483,8.022,en,1982-06-25
The Third Man,The Third Man,1092,tt0041959,false,104,0,1226098,1414,8,en,1949-08-31
Elevator to the Gallows,Ascenseur pour l\'échafaud,1093,tt0051378,false,91,0,263404,432,7.646,fr,1958-01-29
Escape from New York,Escape from New York,1103,tt0082340,false,99,6000000,50244700,2481,7.077,en,1981-05-23
The Story of the Weeping Camel,Die Geschichte vom weinenden Kamel,1114,tt0373861,false,91,0,0,86,7.4,mn,2003-06-29
Ghosts,Gespenster,1115,tt0419773,false,85,0,0,20,6.5,de,2005-09-15
The Wind That Shakes the Barley,The Wind That Shakes the Barley,1116,tt0460989,false,127,6500000,22889018,585,7.406,en,2006-03-23
Catch a Fire,Catch a Fire,1123,tt0437232,false,101,14000000,5710236,100,6.265,en,2006-10-27
The Prestige,The Prestige,1124,tt0482571,false,130,40000000,109676311,13319,8.197,en,2006-10-19
Dreamgirls,Dreamgirls,1125,tt0443489,false,134,70000000,154937680,839,6.8,en,2006-12-25
In My Father\'s Den,In My Father\'s Den,1126,tt0385017,false,126,0,0,74,7.291,en,2004-10-07
Princesses,Princesas,1127,tt0434292,false,113,0,0,66,6.8,es,2005-09-02
The Miracle Worker,The Miracle Worker,1162,tt0056241,false,106,500000,2500000,230,7.8,en,1962-05-23
The Miracle Worker,The Miracle Worker,1163,tt0246786,false,95,0,0,27,7.037,en,2000-11-12
Babel,Babel,1164,tt0449467,false,143,25000000,135330182,3111,7.166,en,2006-09-08
The Queen,The Queen,1165,tt0436697,false,103,15000000,123384128,1026,6.988,en,2006-09-15
The Talented Mr. Ripley,The Talented Mr. Ripley,1213,tt0134119,false,139,40000000,128798265,2903,7.175,en,1999-12-25
Eight Miles High,Das wilde Leben,1244,tt0764639,false,114,0,957744,34,6.3,de,2007-02-01
The Remains of the Day,The Remains of the Day,1245,tt0107943,false,134,11500000,23237911,988,7.395,en,1993-11-05
Rocky Balboa,Rocky Balboa,1246,tt0479143,false,102,24000000,155929020,2813,6.809,en,2006-12-20
The Good Shepherd,The Good Shepherd,1247,tt0343737,false,167,85000000,100266865,921,6.339,en,2006-12-11
Hannibal Rising,Hannibal Rising,1248,tt0367959,false,121,50000000,82169884,1830,6.2,en,2007-02-06
Hollywoodland,Hollywoodland,1249,tt0427969,false,126,0,16803753,306,6.103,en,2006-08-31
Ghost Rider,Ghost Rider,1250,tt0259324,false,114,110000000,228738393,4985,5.526,en,2007-01-15
Letters from Iwo Jima,Letters from Iwo Jima,1251,tt0498380,false,141,19000000,68673228,1656,7.467,en,2006-12-19
Lonely Hearts,Lonely Hearts,1252,tt0441774,false,108,18000000,2520000,290,6.021,en,2006-04-30
Breaking and Entering,Breaking and Entering,1253,tt0443456,false,129,0,8974829,174,6.1,en,2006-12-15
"Don\'t Worry, I\'m Fine","Je vais bien, ne t\'en fais pas",1254,tt0485241,false,96,0,0,496,7.272,fr,2006-09-06
The Host,괴물,1255,tt0468492,false,120,11000000,88489643,2195,7,ko,2006-07-27
